image,text
/content/drive/MyDrive/processed_images/news12_jpg.jpeg,چین نے بھارتی وزارت خارجہ کے کشمیر کی وادی
/content/drive/MyDrive/processed_images/news2_jpg.jpeg,اسلام آباد میں ہفتہ وار بریفنگ کے دوران طاہر اندرابی سے
/content/drive/MyDrive/processed_images/news3_jpg.jpeg,وانگچک کی بھوک ہڑتال کا انّا ہزارے سے موازنہ
/content/drive/MyDrive/processed_images/news4_jpg.jpeg,انڈیا کے زیر انتظام علاقے لداخ سے تعلق رکھنے والے سماجی
/content/drive/MyDrive/processed_images/news5_jpg.jpeg,مصنوعی قلت پیدا کرنے والوں کے خلاف سخت کارروائی کی
/content/drive/MyDrive/processed_images/news6_jpg.jpeg,ایک مثبت قدم ہے جسے آگے بڑھایا جانا چاہیے۔
/content/drive/MyDrive/processed_images/news7_jpg.jpeg,آگے بڑھنے سے پہلے ہم اس بات کو سراہتے ہیں کہ ایچ
/content/drive/MyDrive/processed_images/news8_jpg.jpeg,اقدامات اور محاذ جنگ پر کارکردگی کا تجزیہ اور بہتری لانے
/content/drive/MyDrive/processed_images/news9_jpg.jpeg,ہر ممکن سہولیات فراہم کرے،تفصیلات کے مطابق وزیراعظم کی
/content/drive/MyDrive/processed_images/textbox_10_line_1_.png,میں نے دو دن پہلے کمرہ بک کروایا تھا۔ پھر بھی ہوٹل
/content/drive/MyDrive/processed_images/textbox_10_line_2_.png,والوں نے انتظار کروایا۔
/content/drive/MyDrive/processed_images/textbox_11_line_1_.png,ہوٹل سٹاف دوستانہ ہے، ہوٹل کے کمرے کی
/content/drive/MyDrive/processed_images/textbox_11_line_2_.png,کھڑکی روشن اور بڑی ہے۔ میں دوبارہ آؤں گا۔
/content/drive/MyDrive/processed_images/textbox_12_line_2_.png,ہوٹل کا عملہ غیر موجود ہے۔ ہوٹل میں کوئی بات
/content/drive/MyDrive/processed_images/textbox_12_line_3_.png,سننے والا نہیں ہے۔ ہوٹل کی سروس بہت بہتری ہے۔
/content/drive/MyDrive/processed_images/textbox_13_line_1_.png,ہوٹل منیجر کا سلوک بہترین تھا۔ صبح کا ناشتہ مفت
/content/drive/MyDrive/processed_images/textbox_13_line_2_.png,تھا۔ میں اس ہوٹل میں دوبارہ ضرور آؤں گا۔
/content/drive/MyDrive/processed_images/textbox_14_line_1_.png,ہوٹل کا عملہ غیر حاضر تھا۔ ہوٹل کے برعکس
/content/drive/MyDrive/processed_images/textbox_14_line_2_.png,کمرے اور صاف ستھرے تھے۔ کھانا اچھا تھا۔
/content/drive/MyDrive/processed_images/textbox_15_line_2_.png,ہوٹل کے کمرے کی صفائی کا خاص خیال رکھا گیا
/content/drive/MyDrive/processed_images/textbox_15_line_3_.png,ہوٹل کا سٹاف نہایت خوشگوار ہے۔
/content/drive/MyDrive/processed_images/textbox_16_line_1_.png,ہوٹل کا عملہ کافی دوستانہ ہے۔ ہوٹل سے
/content/drive/MyDrive/processed_images/textbox_16_line_2_.png,کھیل کا منظر خوبصورت نظر آتا ہے۔
/content/drive/MyDrive/processed_images/textbox_17_line_1_.png,ہوٹل کا کھانا مزیدار تھا اور یہ منظر کا تھا۔
/content/drive/MyDrive/processed_images/textbox_17_line_2_.png,ہوٹل کا سٹاف خوش شکل اور دوستانہ تھا۔
/content/drive/MyDrive/processed_images/textbox_18_line_1_.png,صبح کے وقت باتھ روم میں گرم پانی نہیں آ رہا تھا۔
/content/drive/MyDrive/processed_images/textbox_18_line_2_.png,میں نے گرم پانی کے لیے ہوٹل کا ریسیپٹ زیادہ دیا۔
/content/drive/MyDrive/processed_images/textbox_19_line_1_.png,ہوٹل کا سٹاف اور عملہ نہایت دوستانہ ہے
/content/drive/MyDrive/processed_images/textbox_19_line_2_.png,مجھے ہر قسم کی سہولت فراہم کی گئی۔
/content/drive/MyDrive/processed_images/textbox_20_line_1_.png,ہوٹل جمیل کنارے واقع ہے۔ ہوٹل کا منظر
/content/drive/MyDrive/processed_images/textbox_20_line_2_.png,خوبصورت ہے۔ ہوٹل سٹاف کا رویہ اچھا ہے۔
/content/drive/MyDrive/processed_images/textbox_21_line_1_.png,ہوٹل کا عملہ بہت اچھا تھا۔ ہوٹل صاف تھا۔ ہوٹل کا کمرہ
/content/drive/MyDrive/processed_images/textbox_21_line_2_.png,کھلا اور روشن تھا۔ کمرے کی صفائی کا خاص خیال تھا۔
/content/drive/MyDrive/processed_images/textbox_22_line_1_.png,میں نے دو دن پہلے بکنگ کروائی تھی۔ لیکن اس
/content/drive/MyDrive/processed_images/textbox_22_line_2_.png,کے باوجود میرا کمرہ کسی اور کو دے دیا گیا۔
/content/drive/MyDrive/processed_images/textbox_23_line_1_.png,ہوٹل کی سروس خراب تھی، نمایاں صفائی کا کوئی
/content/drive/MyDrive/processed_images/textbox_23_line_2_.png,خیال نہیں۔ ہوٹل کے کمرے چھوٹے ہیں۔
/content/drive/MyDrive/processed_images/img001.jpg,کوڑا دان میں کوڑا ڈالیے!
/content/drive/MyDrive/processed_images/img002.jpg,آگے کھانے پینے کی جگہ ہے!
/content/drive/MyDrive/processed_images/img003.jpg,آگے پٹرول پمپ ہے!
/content/drive/MyDrive/processed_images/img004.jpg,ہوٹل کی کمرے میں کھلنے - صبح کے وقت گرم پانی
/content/drive/MyDrive/processed_images/img005.jpg,میں آتا - ہوٹل کے کمرے تنگ ہیں
/content/drive/MyDrive/processed_images/img006.jpg,ہوٹل میں مسئلہ موجود نہ تھا - ہوٹل کے کمرے روشن
/content/drive/MyDrive/processed_images/img007.jpg,کمرے - ہوٹل میں گرم پانی نہیں تھا
/content/drive/MyDrive/processed_images/img008.jpg,ہوٹل میں صفائی کا خاص خیال رکھا گیا ہے
/content/drive/MyDrive/processed_images/img009.jpg,میری کوئی شکایت نہیں ہے - میں پھر آؤں گا
/content/drive/MyDrive/processed_images/img010.jpg,شام کے وقت چائے کا آرڈر دیا تھا - لیکن چائے پھر
/content/drive/MyDrive/processed_images/img011.jpg,کچھ نہ آئی - ہوٹل کا عملہ بہت اچھا ہے
/content/drive/MyDrive/processed_images/img012.jpg,ہوٹل میں میری تمام ضروریات کا خیال رکھا
/content/drive/MyDrive/processed_images/img013.jpg,کل ہوٹل کا سٹاف نہایت قابل اور اچھا ہے
/content/drive/MyDrive/processed_images/img014.jpg,ہوٹل کی بلڈنگ کافی پرانی ہے - ہوٹل میں گرم
/content/drive/MyDrive/processed_images/img015.jpg,پانی کی سہولت موجود نہیں ہے
/content/drive/MyDrive/processed_images/img016.jpg,ہوٹل کا کھانا مزے کا تھا - کھانے کی مقدار کم تھی
/content/drive/MyDrive/processed_images/img017.jpg,بھی پلائی گئی - سٹاف نہایت بہترین دوستانہ ہے
/content/drive/MyDrive/processed_images/img018.jpg,ہوٹل کا واش روم نہیں تھا - صفائی کا کوئی خیال نہیں
/content/drive/MyDrive/processed_images/img019.jpg,خیال نہیں رکھا گیا تھا - رینٹ بہت زیادہ ہے
/content/drive/MyDrive/processed_images/img020.jpg,ہوٹل کا عملہ دوستانہ ہے - ہمارا سامان گاڑی سے
/content/drive/MyDrive/processed_images/img021.jpg,شاعری ادب کی اعلیٰ ترین صنف ہے
/content/drive/MyDrive/processed_images/img022.jpg,کس طرح گزری۔ دلی سے لکھنؤ جاتے وقت جیں
/content/drive/MyDrive/processed_images/img023.jpg,ہوٹل کا عملہ نہایت دوستانہ ہے۔ عملہ نے
/content/drive/MyDrive/processed_images/img024.jpg,میری بہت مدد کی۔ میں یہاں ضرور واپس آؤں گا۔
/content/drive/MyDrive/processed_images/img025.jpg,ہوٹل کی فضا خوشگوار ہے۔ ہوٹل کا ماحول
/content/drive/MyDrive/processed_images/img026.jpg,خوشگوار ہے۔ ہوٹل کا عملہ دوستانہ ہے۔
/content/drive/MyDrive/processed_images/img027.jpg,ہوٹل کا سٹاف اور عملہ نہایت اچھا اور دوستانہ
/content/drive/MyDrive/processed_images/img028.jpg,ہے۔ ہوٹل کے کمرے صاف اور کھلے اور صاف ہے۔
/content/drive/MyDrive/processed_images/img029.jpg,ہوٹل کی کمرے میں کھلتی۔ ہوٹل میں اچھے بستر
/content/drive/MyDrive/processed_images/img030.jpg,تھیں یا۔ لیکن ہوٹل کا رینٹ بہت زیادہ ہے۔
/content/drive/MyDrive/processed_images/img031.jpg,ہوٹل کے کمرے کے آدھے بلب جلتے میں تھے۔
/content/drive/MyDrive/processed_images/img032.jpg,کمرے کا پنکھا بہت گرد آلود تھا۔
/content/drive/MyDrive/processed_images/img033.jpg,ہوٹل کے واش روم گندے تھے۔ ہوٹل کی صفائی
/content/drive/MyDrive/processed_images/img034.jpg,کا خیال نہیں رکھا گیا تھا۔ میں دوبارہ میں آؤں گا
/content/drive/MyDrive/processed_images/img035.jpg,ہوٹل کی چائے کا ذائقہ حبیب تھا۔ چائے گرم نہیں تھی
/content/drive/MyDrive/processed_images/img036.jpg,ہوٹل کا ڈینٹ صفائی سے ہے۔ ہوٹل ٹھیک ہے۔
/content/drive/MyDrive/processed_images/img037.jpg,کل رات کافی شور ہوتا رہا۔ میں نے شکایت بھی کی
/content/drive/MyDrive/processed_images/img038.jpg,لیکن کوئی سٹاف کمرے میں نہ آیا اور نہ مدد کی۔
/content/drive/MyDrive/processed_images/img039.jpg,ہوٹل کے کمرے میں کوڑا پڑا ہوا تھا۔ کمرے میں
/content/drive/MyDrive/processed_images/img040.jpg,سے بدبو آ رہی تھی۔ بیڈ پے کچرا پڑا ہوا تھا۔
data/raw/synthetic/img001.jpg,اور بازار سے لے آئے اگر ٹوٹ گیا
data/raw/synthetic/img002.jpg,گلزار اردو فونٹ
data/raw/synthetic/img003.jpg,اب اپنے آپ سے بھی چھُپ گئی ہے
data/raw/synthetic/img004.jpg,مہر تعلیق حالی خط
data/raw/synthetic/img005.jpg,الصبور
data/raw/synthetic/img006.jpg,ع
data/raw/synthetic/img007.jpg,شاگرد
data/raw/synthetic/img008.jpg,خواتین
data/raw/synthetic/img009.jpg,خواجہ
data/raw/synthetic/img010.jpg,الباقی
data/raw/synthetic/img011.jpg,بتول
data/raw/synthetic/img012.jpg,زبانِ اردو
data/raw/synthetic/img013.jpg,میمن
data/raw/synthetic/img014.jpg,صوف
data/raw/synthetic/img015.jpg,دائرے میں گھومنے والوں کو کبھی منزل نہیں
/content/drive/MyDrive/processed_images/img016.jpg,اسرائیلی وزیر اعظم بنیامین نیتن یاہو نے عندیہ دیا ہے کہ وہ رواں سال نیویارک میں ہونے والے اقوام متحدہ کی جنرل اسمبلی کے اجلاس میں شرکت کریں گے۔
/content/drive/MyDrive/processed_images/img017.jpg,نیتن یاہو نے انٹرویو میں مزید کہا کہ وہ تمام نیویارک والوں کے میئر ہیں خواہ وہ یہودی ہوں،
/content/drive/MyDrive/processed_images/img018.jpg,سوموار کے روز ابراہیم عزیزی نے بیان میں کہا کہ یورپی یونین کی خارجہ پالیسی کی قیادت اور روسی وزیرِ خارجہ کے ساتھ گفتگو میں انہوں نے زور دیا کہ یوکرین کے اقدامات کا مناسب جواب دیا جائے گا۔
/content/drive/MyDrive/processed_images/img019.jpg,ایران کے ربر اعلی مجتبیٰ خامنہ ای نے واضح کیا ہے کہ لبنان کی علاقائی سالمیت کا تحفظ ایران، امریکہ مفاہمت کی پہلی شرط ہے
/content/drive/MyDrive/processed_images/img020.jpg,پیر کی صبح ہونے والی ٹریڈنگ میں تیل کی قیمتوں میں نمایاں کمی کا ریکارڈ کی گئی ہے۔
/content/drive/MyDrive/processed_images/img021.jpg,ثالثوں کی جانب سے مذاکرات کی بحالی کے لیے سفارتی کوششوں کی اطلاعات بھی سامنے آئی ہیں۔
/content/drive/MyDrive/processed_images/img022.jpg,بلوچستان کے ضلع چاغی میں نامعلوم مسلح افراد نے پانچ گیس باؤزر ٹرک نذرآتش کر دیے
data/raw/synthetic/img023.jpg,عامر
data/raw/synthetic/img024.jpg,متقدمة
data/raw/synthetic/img025.jpg,رهيفه
data/raw/books/img026.jpg,عمَّ يتساءَلون
data/raw/books/img027.jpg,لا تقنطوا
data/raw/books/img028.jpg,واللّٰہ
data/raw/books/img029.jpg,أثيم
data/raw/books/img030.jpg,لا يُحب
data/raw/books/img031.jpg,وأفوّض
data/raw/books/img032.jpg,إلى اللّٰہ
data/raw/books/img033.jpg,ما يقولون
data/raw/other/img034.jpg,جو لوگ صبر سے کام لیتے ہیں، ان کا ثواب انہیں بے حساب دیا جائے گا۔
data/raw/other/img035.jpg,بیشک اللہ توکل کرنے والوں سے محبت فرماتا ہے۔
/content/drive/MyDrive/processed_images/img036.jpg,حالیہ ٹیکس ریفنڈ کے بعد ایپسٹین کے باقی اثاثوں کی مالیت اب 120 سے 150 ملین ڈالرز کے درمیان بتائی جا رہی ہے۔
data/raw/other/img037.jpg,ہر چیز جو زمین پر ہے فنا ہو جانے والی ہے۔
/content/drive/MyDrive/processed_images/img038.jpg,حالیہ عدالتی ریکارڈز سے معلوم ہوا ہے کہ کرینا شولیاک کو اس ٹرسٹ کی بڑی شخصیات میں شامل کیا گیا تھا۔
/content/drive/MyDrive/processed_images/img039.jpg,بعض تصاویر میں امریکی صدر نے خود کو اور امریکہ کو دنیا کا محافظ قرار دیا ہے جو دنیا کو ایران سے بچانے میں مصروف ہے۔
/content/drive/MyDrive/processed_images/img040.jpg,ٹرمپ نے امریکی اسلحے کے ذخائر میں کمی کی خبروں کو مسترد کر دیا۔
data/raw/other/img041.jpg,منزلیں بہادروں کا استقبال کرتی ہیں
data/raw/other/img042.jpg,دائرے میں گھومنے والوں کو کبھی منزل نہیں
data/raw/other/img043.jpg,بڑی خوبصورت ہیں آنکھیں تمہاری ہم جیسے کتنے ہی ڈوبے ان میں
data/raw/other/img044.jpg,یہ نہ ہو کہ دھند میں کوئی گاڑی تمہارے اوپر سے گزر جائے۔
data/raw/synthetic/img045.jpg,پاکستانی نستعلیق کا صحیح اور معیاری فونٹ
data/raw/synthetic/img046.jpg,ساغرِ جم سے میرا جامِ سفال اچھا
data/raw/synthetic/img047.jpg,جھیل ہے کہ ساغر ہے یہ چشمِ فتن سمندر بھی کتنے ہوئے غرقاب ان میں
data/raw/synthetic/img048.jpg,اردو ایک پیاری زبان ہے
data/raw/synthetic/img049.jpg,اور بازار سے لے آئے اگر ٹوٹ گیا
data/raw/other/img050.jpg,ہیں جو کبھی گلزار تھیں اور اب محض ایک اجاڑ بستی کا منظر پیش کرتی ہیں۔
data/raw/signboards/img051.jpg,داخلہ جاری ہے
data/raw/synthetic/img052.jpg,ہفتہ
data/raw/synthetic/img053.jpg,نفیس پاکستانی ویب نسخ فانٹ
data/raw/other/img054.jpg,ادھار مانگ کر شرمندہ نہ کریں۔
data/raw/synthetic/img055.jpg,اب اپنے آپ سے بھی چھُپ گئی ہے
data/raw/other/img056.jpg,نیکی کی باتیں ہی کرتے کبھی کسی کا دل نہ دکھاتے
data/raw/other/img057.jpg,پریت کا وعدہ کر کے پیا نے پریت نبھانا چھوڑ دیا مہرنے اکھیاں پھیر لیں دم دم کا سانا چھوڑ دیا
data/raw/other/img058.jpg,زندگی کی راہوں میں رنج و غم کے میلے ہیں بھیڑ ہے قیامت کی پھر بھی ہم اکیلے ہیں
data/raw/signboards/img059.jpg,خاموش رہو
data/raw/books/img060.jpg,چار برہمنوں میں گہری دوستی تھی۔
data/raw/signboards/img061.jpg,میری مرضی
data/raw/signboards/img062.jpg,یار تنگ نہ کر
data/raw/signboards/img063.jpg,زیادہ فری نہ ہو
data/raw/other/img064.jpg,شرم کی کشش حُسن سے زیادہ ہوتی ہے۔
data/raw/other/img065.jpg,مخلص لوگ چونکہ بناوٹ سے دور ہوتے ہیں
data/raw/signboards/img066.jpg,قضول بیٹھنا منع ہے
data/raw/other/img067.jpg,خوش قسمت ہوتے ہیں
data/raw/synthetic/img068.jpg,تہجد
data/raw/other/img069.jpg,آپ جا سکتے ہیں۔
data/raw/synthetic/img070.jpg,بہترین صبر
data/raw/other/img071.jpg,ہر دن نیا موقع ہے
data/raw/other/img072.jpg,تقدیر بدل جائے گی راتوں کو اُٹھ
data/raw/other/img073.jpg,تماشہ یہ تھا کہ تماشائی اپنے تھے
data/raw/other/img074.jpg,سب کو سب نہیں ملتا۔
data/raw/other/img075.jpg,کون سیکھا ہے صرف باتوں سے سب کو ایک حادثہ ضروری ہے
data/raw/other/img076.jpg,الفاظ کم، عمل زیادہ
data/raw/other/img077.jpg,ہم کہاں جائیں سادگی لے کر
data/raw/other/img078.jpg,بھلا دوسری بارش میں مٹی مہکتی ہے کبھی
data/raw/other/img079.jpg,وہ احساس ہی کیا جو دلایا جائے
data/raw/other/img080.jpg,دل بیزار ہے دنیا کی فریبی رونقوں سے!
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_42_07_PM.jpeg,مشکل ہے۔
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_42_28_PM.jpeg,صنعتی گاڑیوں کا داخلہ ممنوع ہے
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_44_31_PM.jpeg,سراب
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_44_45_PM.jpeg,عربی گرامر
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_44_58_PM.jpeg,قرآن مجید
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_49_52_PM.jpeg,خدا
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_50_02_PM.jpeg,اردو کے بہترین شخصی خاکے
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_12_52_36_PM.jpeg,المر
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_01_PM__2_.jpeg,اور اختتام یہ کہ دل اب کچھ نہیں چاہتا۔
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_01_PM.jpeg,آزمائے گئے ہو تو نوازے بھی جاؤ گے
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_02_PM__1_.jpeg,تکلیف بتانے میں بھی تکلیف ہوتی ہے۔
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_02_PM__2_.jpeg,میں اپنی ہی الجھی ہوئی راہوں کا تماشا ہوں
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_02_PM.jpeg,ہر پسندیدہ چیز خوشی نہیں دیتی
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_03_PM__1_.jpeg,دھول جتنی بھی اونچی ہو جائے آسمان کو گندہ نہیں کر سکتی
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_03_PM__2_.jpeg,ہم صورت گر کچھ خوابوں کے
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_03_PM.jpeg,میں نے حقیقت سے زیادہ کسی چیز کو تلخ نہیں پایا
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_04_PM__1_.jpeg,بس اگلے موڑ سکون ہو گا چل زندگی تھوڑا اور چلیں
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_04_PM__2_.jpeg,خوب ہوتی ہے گفتگو تم سے، تم سے جب گفتگو نہیں ہوتی
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_04_PM.jpeg,نہیں نگاہ میں میری غزل، تو جستجو ہی سہی۔
/content/drive/MyDrive/processed_images/WhatsApp_Image_2026-07-27_at_2_18_05_PM.jpeg,مجھ سے پہلی سی محبت مری محبوب نہ مانگ
